"_id";"_labels";"MGLT";"average_height";"average_lifespan";"birth_year";"cargo_capacity";"classification";"climate";"consumables";"cost_in_credits";"created";"crew";"designation";"diameter";"director";"edited";"episode_id";"eye_color";"eye_colors";"gender";"gravity";"hair_color";"hair_colors";"height";"hyperdrive_rating";"language";"length";"manufacturer";"mass";"max_atmosphering_speed";"model";"name";"opening_crawl";"orbital_period";"passengers";"population";"producer";"release_date";"rotation_period";"skin_color";"skin_colors";"starship_class";"surface_water";"terrain";"title";"url";"vehicle_class";"_start";"_end";"_type"
"48156";":Vehicle";"";"";"";"";"10";"";"";"none";"15000";"2014-12-20T19:43:54.870000Z";"1";"";"";"";"2014-12-22T18:21:16.422662Z";"";"";"";"";"";"";"";"";"";"";"3.5";"Z-Gomot Ternbuell Guppat Corporation";"";"330";"Tsmeu-6 personal wheel bike";"Tsmeu-6 personal wheel bike";"";"";"1";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/60/";"wheeled walker";;;
"48157";":Vehicle";"";"";"";"";"unknown";"";"";"unknown";"unknown";"2014-12-20T19:50:58.559000Z";"2";"";"";"";"2014-12-22T18:21:16.450655Z";"";"";"";"";"";"";"";"";"";"";"unknown";"unknown";"";"unknown";"Fire suppression speeder";"Emergency Firespeeder";"";"";"unknown";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/62/";"fire suppression ship";;;
"48158";":Vehicle";"";"";"";"";"0";"";"";"none";"20000";"2014-12-20T20:05:19.992000Z";"1";"";"";"";"2014-12-22T18:21:16.478901Z";"";"";"";"";"";"";"";"";"";"";"5.4";"Colla Designs; Phlac-Arphocc Automata Industries";"";"1180";"tri-fighter";"Droid tri-fighter";"";"";"0";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/67/";"droid starfighter";;;
"48159";":Vehicle";"";"";"";"";"50";"";"";"3 days";"12125";"2014-12-20T20:20:53.931000Z";"2";"";"";"";"2014-12-22T18:21:16.517049Z";"";"";"";"";"";"";"";"";"";"";"15.1";"Appazanna Engineering Works";"";"420";"Oevvaor jet catamaran";"Oevvaor jet catamaran";"";"";"2";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/69/";"airspeeder";;;
"48160";":Vehicle";"";"";"";"";"20";"";"";"none";"14750";"2014-12-20T20:21:55.648000Z";"2";"";"";"";"2014-12-22T18:21:16.547708Z";"";"";"";"";"";"";"";"";"";"";"7";"Appazanna Engineering Works";"";"310";"Raddaugh Gnasp fluttercraft";"Raddaugh Gnasp fluttercraft";"";"";"0";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/70/";"air speeder";;;
"48161";":Vehicle";"";"";"";"";"30000";"";"";"20 days";"350000";"2014-12-20T20:24:45.587000Z";"20";"";"";"";"2014-12-22T18:21:16.571079Z";"";"";"";"";"";"";"";"";"";"";"49.4";"Kuat Drive Yards";"";"160";"HAVw A6 Juggernaut";"Clone turbo tank";"";"";"300";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/71/";"wheeled walker";;;
"48162";":Vehicle";"";"";"";"";"none";"";"";"none";"49000";"2014-12-20T20:26:55.522000Z";"0";"";"";"";"2014-12-22T18:21:16.612902Z";"";"";"";"";"";"";"";"";"";"";"10.96";"Techno Union";"";"100";"NR-N99 Persuader-class droid enforcer";"Corporate Alliance tank droid";"";"";"4";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/72/";"droid tank";;;
"48163";":Vehicle";"";"";"";"";"0";"";"";"none";"60000";"2014-12-20T20:32:05.687000Z";"0";"";"";"";"2014-12-22T18:21:16.643329Z";"";"";"";"";"";"";"";"";"";"";"12.3";"Baktoid Fleet Ordnance; Haor Chall Engineering";"";"820";"HMP droid gunship";"Droid gunship";"";"";"0";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/73/";"airspeeder";;;
"48164";":Vehicle";"";"";"";"";"20";"";"";"1 day";"40000";"2014-12-20T20:47:49.189000Z";"1";"";"";"";"2014-12-22T18:21:16.672821Z";"";"";"";"";"";"";"";"";"";"";"3.2";"Kuat Drive Yards";"";"90";"All Terrain Recon Transport";"AT-RT";"";"";"0";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/76/";"walker";;;
"48165";":Vehicle";"";"";"";"";"10000";"";"";"21 days";"unknown";"2014-12-20T18:10:07.560000Z";"6";"";"";"";"2014-12-22T18:21:16.293771Z";"";"";"";"";"";"";"";"";"";"";"13.2";"Rothana Heavy Engineering; Kuat Drive Yards";"";"60";"All Terrain Tactical Enforcer";"AT-TE";"";"";"36";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/53/";"walker";;;
"48166";":Vehicle";"";"";"";"";"500";"";"";"7 days";"unknown";"2014-12-20T18:12:32.315000Z";"25";"";"";"";"2014-12-22T18:21:16.311761Z";"";"";"";"";"";"";"";"";"";"";"140";"Rothana Heavy Engineering";"";"35";"Self-Propelled Heavy Artillery";"SPHA";"";"";"30";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/54/";"walker";;;
"48167";":Vehicle";"";"";"";"";"unknown";"";"";"unknown";"8000";"2014-12-20T18:15:20.312000Z";"1";"";"";"";"2014-12-22T18:21:16.335005Z";"";"";"";"";"";"";"";"";"";"";"2";"Huppla Pasa Tisc Shipwrights Collective";"";"634";"Flitknot speeder";"Flitknot speeder";"";"";"0";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/55/";"speeder";;;
"48168";":Vehicle";"";"";"";"";"1000";"";"";"7 days";"unknown";"2014-12-20T18:25:44.912000Z";"2";"";"";"";"2014-12-22T18:21:16.366134Z";"";"";"";"";"";"";"";"";"";"";"20";"Haor Chall Engineering";"";"880";"Sheathipede-class transport shuttle";"Neimoidian shuttle";"";"";"6";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/56/";"transport";;;
"48169";":Vehicle";"";"";"";"";"unknown";"";"";"unknown";"unknown";"2014-12-20T18:34:12.541000Z";"1";"";"";"";"2014-12-22T18:21:16.390980Z";"";"";"";"";"";"";"";"";"";"";"9.8";"Huppla Pasa Tisc Shipwrights Collective";"";"20000";"Nantex-class territorial defense";"Geonosian starfighter";"";"";"0";"";"";"";"";"";"";"";"";"";"";"http://swapi.co/api/vehicles/57/";"starfighter";;;
"48170";":Starship";"70";"";"";"";"180000";"";"";"1 month";"240000";"2014-12-10T15:48:00.586000Z";"5";"";"";"";"2014-12-22T17:35:44.431407Z";"";"";"";"";"";"";"";"";"1.0";"";"38";"Sienar Fleet Systems; Cyngus Spaceworks";"";"1000";"Sentinel-class landing craft";"Sentinel-class landing craft";"";"";"75";"";"";"";"";"";"";"landing craft";"";"";"";"http://swapi.co/api/starships/5/";"";;;
"48171";":Starship";"10";"";"";"";"1000000000000";"";"";"3 years";"1000000000000";"2014-12-10T16:36:50.509000Z";"342953";"";"";"";"2014-12-22T17:35:44.452589Z";"";"";"";"";"";"";"";"";"4.0";"";"120000";"Imperial Department of Military Research; Sienar Fleet Systems";"";"n/a";"DS-1 Orbital Battle Station";"Death Star";"";"";"843342";"";"";"";"";"";"";"Deep Space Mobile Battlestation";"";"";"";"http://swapi.co/api/starships/9/";"";;;
"48172";":Starship";"75";"";"";"";"100000";"";"";"2 months";"100000";"2014-12-10T16:59:45.094000Z";"4";"";"";"";"2014-12-22T17:35:44.464156Z";"";"";"";"";"";"";"";"";"0.5";"";"34.37";"Corellian Engineering Corporation";"";"1050";"YT-1300 light freighter";"Millennium Falcon";"";"";"6";"";"";"";"";"";"";"Light freighter";"";"";"";"http://swapi.co/api/starships/10/";"";;;
"48173";":Starship";"80";"";"";"";"110";"";"";"1 week";"134999";"2014-12-12T11:00:39.817000Z";"2";"";"";"";"2014-12-22T17:35:44.479706Z";"";"";"";"";"";"";"";"";"1.0";"";"14";"Koensayr Manufacturing";"";"1000km";"BTL Y-wing";"Y-wing";"";"";"0";"";"";"";"";"";"";"assault starfighter";"";"";"";"http://swapi.co/api/starships/11/";"";;;
"48174";":Starship";"100";"";"";"";"110";"";"";"1 week";"149999";"2014-12-12T11:19:05.340000Z";"1";"";"";"";"2014-12-22T17:35:44.491233Z";"";"";"";"";"";"";"";"";"1.0";"";"12.5";"Incom Corporation";"";"1050";"T-65 X-wing";"X-wing";"";"";"0";"";"";"";"";"";"";"Starfighter";"";"";"";"http://swapi.co/api/starships/12/";"";;;
"48175";":Starship";"105";"";"";"";"150";"";"";"5 days";"unknown";"2014-12-12T11:21:32.991000Z";"1";"";"";"";"2014-12-22T17:35:44.549047Z";"";"";"";"";"";"";"";"";"1.0";"";"9.2";"Sienar Fleet Systems";"";"1200";"Twin Ion Engine Advanced x1";"TIE Advanced x1";"";"";"0";"";"";"";"";"";"";"Starfighter";"";"";"";"http://swapi.co/api/starships/13/";"";;;
"48176";":Starship";"40";"";"";"";"250000000";"";"";"6 years";"1143350000";"2014-12-15T12:31:42.547000Z";"279144";"";"";"";"2014-12-22T17:35:44.638231Z";"";"";"";"";"";"";"";"";"2.0";"";"19;000";"Kuat Drive Yards; Fondor Shipyards";"";"n/a";"Executor-class star dreadnought";"Executor";"";"";"38000";"";"";"";"";"";"";"Star dreadnought";"";"";"";"http://swapi.co/api/starships/15/";"";;;
"48177";":Starship";"70";"";"";"";"70000";"";"";"1 month";"unknown";"2014-12-15T13:00:56.332000Z";"1";"";"";"";"2014-12-22T17:35:44.716273Z";"";"";"";"";"";"";"";"";"3.0";"";"21.5";"Kuat Systems Engineering";"";"1000";"Firespray-31-class patrol and attack";"Slave 1";"";"";"6";"";"";"";"";"";"";"Patrol craft";"";"";"";"http://swapi.co/api/starships/21/";"";;;
"48178";":Starship";"50";"";"";"";"80000";"";"";"2 months";"240000";"2014-12-15T13:04:47.235000Z";"6";"";"";"";"2014-12-22T17:35:44.795405Z";"";"";"";"";"";"";"";"";"1.0";"";"20";"Sienar Fleet Systems";"";"850";"Lambda-class T-4a shuttle";"Imperial shuttle";"";"";"20";"";"";"";"";"";"";"Armed government transport";"";"";"";"http://swapi.co/api/starships/22/";"";;;
"48179";":Starship";"40";"";"";"";"6000000";"";"";"2 years";"8500000";"2014-12-15T13:06:30.813000Z";"854";"";"";"";"2014-12-22T17:35:44.848329Z";"";"";"";"";"";"";"";"";"2.0";"";"300";"Kuat Drive Yards";"";"800";"EF76 Nebulon-B escort frigate";"EF76 Nebulon-B escort frigate";"";"";"75";"";"";"";"";"";"";"Escort ship";"";"";"";"http://swapi.co/api/starships/23/";"";;;
"48180";":Starship";"60";"";"";"";"unknown";"";"";"2 years";"104000000";"2014-12-18T10:54:57.804000Z";"5400";"";"";"";"2014-12-22T17:35:44.957852Z";"";"";"";"";"";"";"";"";"1.0";"";"1200";"Mon Calamari shipyards";"";"n/a";"MC80 Liberty type Star Cruiser";"Calamari Cruiser";"";"";"1200";"";"";"";"";"";"";"Star Cruiser";"";"";"";"http://swapi.co/api/starships/27/";"";;;
"48181";":Starship";"120";"";"";"";"40";"";"";"1 week";"175000";"2014-12-18T11:16:34.542000Z";"1";"";"";"";"2014-12-22T17:35:44.978754Z";"";"";"";"";"";"";"";"";"1.0";"";"9.6";"Alliance Underground Engineering; Incom Corporation";"";"1300";"RZ-1 A-wing Interceptor";"A-wing";"";"";"0";"";"";"";"";"";"";"Starfighter";"";"";"";"http://swapi.co/api/starships/28/";"";;;
"48182";":Starship";"91";"";"";"";"45";"";"";"1 week";"220000";"2014-12-18T11:18:04.763000Z";"1";"";"";"";"2014-12-22T17:35:45.011193Z";"";"";"";"";"";"";"";"";"2.0";"";"16.9";"Slayn & Korpil";"";"950";"A/SF-01 B-wing starfighter";"B-wing";"";"";"0";"";"";"";"";"";"";"Assault Starfighter";"";"";"";"http://swapi.co/api/starships/29/";"";;;
"48183";":Starship";"unknown";"";"";"";"unknown";"";"";"unknown";"unknown";"2014-12-19T17:01:31.488000Z";"9";"";"";"";"2014-12-22T17:35:45.027308Z";"";"";"";"";"";"";"";"";"2.0";"";"115";"Corellian Engineering Corporation";"";"900";"Consular-class cruiser";"Republic Cruiser";"";"";"16";"";"";"";"";"";"";"Space cruiser";"";"";"";"http://swapi.co/api/starships/31/";"";;;
"48184";":Starship";"unknown";"";"";"";"65";"";"";"7 days";"200000";"2014-12-19T17:39:17.582000Z";"1";"";"";"";"2014-12-22T17:35:45.079452Z";"";"";"";"";"";"";"";"";"1.0";"";"11";"Theed Palace Space Vessel Engineering Corps";"";"1100";"N-1 starfighter";"Naboo fighter";"";"";"0";"";"";"";"";"";"";"Starfighter";"";"";"";"http://swapi.co/api/starships/39/";"";;;
"48185";":Starship";"unknown";"";"";"";"unknown";"";"";"unknown";"unknown";"2014-12-19T17:45:03.506000Z";"8";"";"";"";"2014-12-22T17:35:45.091925Z";"";"";"";"";"";"";"";"";"1.8";"";"76";"Theed Palace Space Vessel Engineering Corps; Nubia Star Drives";"";"920";"J-type 327 Nubian royal starship";"Naboo Royal Starship";"";"";"unknown";"";"";"";"";"";"";"yacht";"";"";"";"http://swapi.co/api/starships/40/";"";;;
"48186";":Starship";"unknown";"";"";"";"2500000";"";"";"30 days";"55000000";"2014-12-20T09:39:56.116000Z";"1";"";"";"";"2014-12-22T17:35:45.105522Z";"";"";"";"";"";"";"";"";"1.5";"";"26.5";"Republic Sienar Systems";"";"1180";"Star Courier";"Scimitar";"";"";"6";"";"";"";"";"";"";"Space Transport";"";"";"";"http://swapi.co/api/starships/41/";"";;;
"48187";":Starship";"unknown";"";"";"";"unknown";"";"";"1 year";"2000000";"2014-12-20T11:05:51.237000Z";"5";"";"";"";"2014-12-22T17:35:45.124386Z";"";"";"";"";"";"";"";"";"0.7";"";"39";"Theed Palace Space Vessel Engineering Corps; Nubia Star Drives";"";"2000";"J-type diplomatic barge";"J-type diplomatic barge";"";"";"10";"";"";"";"";"";"";"Diplomatic barge";"";"";"";"http://swapi.co/api/starships/43/";"";;;
"48188";":Starship";"unknown";"";"";"";"unknown";"";"";"unknown";"unknown";"2014-12-20T17:24:23.509000Z";"unknown";"";"";"";"2014-12-22T17:35:45.135987Z";"";"";"";"";"";"";"";"";"unknown";"";"390";"Botajef Shipyards";"";"unknown";"Botajef AA-9 Freighter-Liner";"AA-9 Coruscant freighter";"";"";"30000";"";"";"";"";"";"";"freighter";"";"";"";"http://swapi.co/api/starships/47/";"";;;
"48189";":Starship";"unknown";"";"";"";"60";"";"";"7 days";"180000";"2014-12-20T17:35:23.906000Z";"1";"";"";"";"2014-12-22T17:35:45.147746Z";"";"";"";"";"";"";"";"";"1.0";"";"8";"Kuat Systems Engineering";"";"1150";"Delta-7 Aethersprite-class interceptor";"Jedi starfighter";"";"";"0";"";"";"";"";"";"";"Starfighter";"";"";"";"http://swapi.co/api/starships/48/";"";;;
"48190";":Starship";"unknown";"";"";"";"unknown";"";"";"unknown";"unknown";"2014-12-20T17:46:46.847000Z";"4";"";"";"";"2014-12-22T17:35:45.158969Z";"";"";"";"";"";"";"";"";"0.9";"";"47.9";"Theed Palace Space Vessel Engineering Corps";"";"8000";"H-type Nubian yacht";"H-type Nubian yacht";"";"";"unknown";"";"";"";"";"";"";"yacht";"";"";"";"http://swapi.co/api/starships/49/";"";;;
"48191";":Starship";"60";"";"";"";"36000000";"";"";"2 years";"150000000";"2014-12-10T15:08:19.848000Z";"47060";"";"";"";"2014-12-22T17:35:44.410941Z";"";"";"";"";"";"";"";"";"2.0";"";"1;600";"Kuat Drive Yards";"";"975";"Imperial I-class Star Destroyer";"Star Destroyer";"";"";"0";"";"";"";"";"";"";"Star Destroyer";"";"";"";"http://swapi.co/api/starships/3/";"";;;
"48192";":Starship";"unknown";"";"";"";"50000000";"";"";"4 years";"125000000";"2014-12-20T19:40:21.902000Z";"600";"";"";"";"2014-12-22T17:35:45.195165Z";"";"";"";"";"";"";"";"";"1.5";"";"1088";"Rendili StarDrive; Free Dac Volunteers Engineering corps.";"";"1050";"Providence-class carrier/destroyer";"Trade Federation cruiser";"";"";"48247";"";"";"";"";"";"";"capital ship";"";"";"";"http://swapi.co/api/starships/59/";"";;;
"48193";":Starship";"unknown";"";"";"";"50000";"";"";"56 days";"1000000";"2014-12-20T19:48:40.409000Z";"5";"";"";"";"2014-12-22T17:35:45.208584Z";"";"";"";"";"";"";"";"";"1.0";"";"18.5";"Cygnus Spaceworks";"";"2000";"Theta-class T-2c shuttle";"Theta-class T-2c shuttle";"";"";"16";"";"";"";"";"";"";"transport";"";"";"";"http://swapi.co/api/starships/61/";"";;;
"48194";":Starship";"unknown";"";"";"";"unknown";"";"";"unknown";"unknown";"2015-04-17T06:58:50.614475Z";"1";"";"";"";"2015-04-17T06:58:50.614528Z";"";"";"";"";"";"";"";"";"unknown";"";"unknown";"Incom";"";"unknown";"T-70 X-wing fighter";"T-70 X-wing fighter";"";"";"unknown";"";"";"";"";"";"";"fighter";"";"";"";"http://swapi.co/api/starships/77/";"";;;
"48195";":Starship";"20";"";"";"";"19000000";"";"";"6 months";"unknown";"2014-12-15T12:34:52.264000Z";"6";"";"";"";"2014-12-22T17:35:44.680838Z";"";"";"";"";"";"";"";"";"4.0";"";"90";"Gallofree Yards; Inc.";"";"650";"GR-75 medium transport";"Rebel transport";"";"";"90";"";"";"";"";"";"";"Medium transport";"";"";"";"http://swapi.co/api/starships/17/";"";;;
"48196";":Starship";"unknown";"";"";"";"4000000000";"";"";"500 days";"unknown";"2014-12-19T17:04:06.323000Z";"175";"";"";"";"2014-12-22T17:35:45.042900Z";"";"";"";"";"";"";"";"";"2.0";"";"3170";"Hoersch-Kessel Drive; Inc.";"";"n/a";"Lucrehulk-class Droid Control Ship";"Droid control ship";"";"";"139000";"";"";"";"";"";"";"Droid control ship";"";"";"";"http://swapi.co/api/starships/32/";"";;;
"48197";":Starship";"unknown";"";"";"";"11250000";"";"";"2 years";"unknown";"2014-12-20T18:08:42.926000Z";"700";"";"";"";"2014-12-22T17:35:45.171653Z";"";"";"";"";"";"";"";"";"0.6";"";"752";"Rothana Heavy Engineering";"";"unknown";"Acclamator I-class assault ship";"Republic Assault ship";"";"";"16000";"";"";"";"";"";"";"assault ship";"";"";"";"http://swapi.co/api/starships/52/";"";;;
"48198";":Starship";"unknown";"";"";"";"240";"";"";"7 days";"35700";"2014-12-20T18:37:56.969000Z";"3";"";"";"";"2014-12-22T17:35:45.183075Z";"";"";"";"";"";"";"";"";"1.5";"";"15.2";"Huppla Pasa Tisc Shipwrights Collective";"";"1600";"Punworcca 116-class interstellar sloop";"Solar Sailer";"";"";"11";"";"";"";"";"";"";"yacht";"";"";"";"http://swapi.co/api/starships/58/";"";;;
"48199";":Starship";"unknown";"";"";"";"20000000";"";"";"2 years";"59000000";"2014-12-20T19:52:56.232000Z";"7400";"";"";"";"2014-12-22T17:35:45.224540Z";"";"";"";"";"";"";"";"";"1.0";"";"1137";"Kuat Drive Yards; Allanteen Six shipyards";"";"975";"Senator-class Star Destroyer";"Republic attack cruiser";"";"";"2000";"";"";"";"";"";"";"star destroyer";"";"";"";"http://swapi.co/api/starships/63/";"";;;
"48200";":Starship";"unknown";"";"";"";"unknown";"";"";"unknown";"unknown";"2014-12-20T19:55:15.396000Z";"3";"";"";"";"2014-12-22T17:35:45.258859Z";"";"";"";"";"";"";"";"";"0.5";"";"29.2";"Theed Palace Space Vessel Engineering Corps/Nubia Star Drives; Incorporated";"";"1050";"J-type star skiff";"Naboo star skiff";"";"";"3";"";"";"";"";"";"";"yacht";"";"";"";"http://swapi.co/api/starships/64/";"";;;
"48201";":Starship";"unknown";"";"";"";"60";"";"";"2 days";"320000";"2014-12-20T19:56:57.468000Z";"1";"";"";"";"2014-12-22T17:35:45.272349Z";"";"";"";"";"";"";"";"";"1.0";"";"5.47";"Kuat Systems Engineering";"";"1500";"Eta-2 Actis-class light interceptor";"Jedi Interceptor";"";"";"0";"";"";"";"";"";"";"starfighter";"";"";"";"http://swapi.co/api/starships/65/";"";;;
"48202";":Starship";"100";"";"";"";"110";"";"";"5 days";"155000";"2014-12-20T20:03:48.603000Z";"3";"";"";"";"2014-12-22T17:35:45.287214Z";"";"";"";"";"";"";"";"";"1.0";"";"14.5";"Incom Corporation; Subpro Corporation";"";"1000";"Aggressive Reconnaissance-170 starfighte";"arc-170";"";"";"0";"";"";"";"";"";"";"starfighter";"";"";"";"http://swapi.co/api/starships/66/";"";;;
"48203";":Starship";"unknown";"";"";"";"40000000";"";"";"2 years";"57000000";"2014-12-20T20:07:11.538000Z";"200";"";"";"";"2014-12-22T17:35:45.361585Z";"";"";"";"";"";"";"";"";"1.0";"";"825";"Hoersch-Kessel Drive; Inc; Gwori Revolutionary Industries";"";"unknown";"Munificent-class star frigate";"Banking clan frigte";"";"";"unknown";"";"";"";"";"";"";"cruiser";"";"";"";"http://swapi.co/api/starships/68/";"";;;
"48204";":Starship";"unknown";"";"";"";"140";"";"";"7 days";"168000";"2014-12-20T20:38:05.031000Z";"1";"";"";"";"2014-12-22T17:35:45.381900Z";"";"";"";"";"";"";"";"";"6";"";"6.71";"Feethan Ottraw Scalable Assemblies";"";"1100";"Belbullab-22 starfighter";"Belbullab-22 starfighter";"";"";"0";"";"";"";"";"";"";"starfighter";"";"";"";"http://swapi.co/api/starships/74/";"";;;
"48205";":Starship";"unknown";"";"";"";"60";"";"";"15 hours";"102500";"2014-12-20T20:43:04.349000Z";"1";"";"";"";"2014-12-22T17:35:45.396711Z";"";"";"";"";"";"";"";"";"1.0";"";"7.9";"Kuat Systems Engineering";"";"1050";"Alpha-3 Nimbus-class V-wing starfighter";"V-wing";"";"";"0";"";"";"";"";"";"";"starfighter";"";"";"";"http://swapi.co/api/starships/75/";"";;;
"48206";":Starship";"60";"";"";"";"3000000";"";"";"1 year";"3500000";"2014-12-10T14:20:33.369000Z";"165";"";"";"";"2014-12-22T17:35:45.408368Z";"";"";"";"";"";"";"";"";"2.0";"";"150";"Corellian Engineering Corporation";"";"950";"CR90 corvette";"CR90 corvette";"";"";"600";"";"";"";"";"";"";"corvette";"";"";"";"http://swapi.co/api/starships/2/";"";;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47946";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47947";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47948";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47949";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47950";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47951";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47952";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47953";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47954";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47955";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47957";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47958";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47959";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47960";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47961";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47962";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47963";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"48024";"47939";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47947";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47948";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47951";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47952";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47955";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47956";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47964";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47965";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47966";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47977";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47979";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47983";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47986";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47989";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47993";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47994";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"47995";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"48000";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"48001";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"48002";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"48003";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"48004";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"48005";"47940";"APPEARED_IN"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"48006";"47940";"APPEARED_IN"
